airline,airline ID,source airport,source airport id,destination airport,destination airport id,codeshare,stops,equipment,source coords,destination coords
X3,2681,TFS,1056,FRA,340,,0,73H,"(-8, 113)","(-89, 160)"
LS,3026,TFS,1056,GLA,534,,0,738 73H,"(-8, 113)","(18, 155)"
TCX,4897,TFS,1056,GLA,534,,0,752,"(-8, 113)","(18, 155)"
TO,8745,TFS,1056,GLA,534,,0,75W,"(-8, 113)","(18, 155)"
TOM,5013,TFS,1056,GLA,534,,0,75W,"(-8, 113)","(18, 155)"
AB,214,TFS,1056,GRZ,1609,,0,320,"(-8, 113)","(-79, -43)"
HG,3661,TFS,1056,GRZ,1609,,0,320,"(-8, 113)","(-79, -43)"
2L,2750,TFS,1056,GVA,1665,,0,319,"(-8, 113)","(72, 0)"
U2,2297,TFS,1056,GVA,1665,,0,320,"(-8, 113)","(72, 0)"
X3,2681,TFS,1056,HAJ,352,,0,73H,"(-8, 113)","(64, 89)"
AB,214,TFS,1056,HAM,342,,0,320,"(-8, 113)","(-2, -93)"
DE,1868,TFS,1056,HAM,342,,0,32S 757,"(-8, 113)","(-2, -93)"
DY,3737,TFS,1056,HAM,342,,0,73H,"(-8, 113)","(-2, -93)"
FR,4296,TFS,1056,HHN,355,,0,738,"(-8, 113)","(24, 5)"
PS,5282,TFS,1056,KBP,2939,,0,737,"(-8, 113)","(-62, 165)"
FR,4296,TFS,1056,LBA,517,,0,738,"(-8, 113)","(53, -86)"
LS,3026,TFS,1056,LBA,517,,0,752 73H,"(-8, 113)","(53, -86)"
TO,8745,TFS,1056,LBA,517,,0,73H,"(-8, 113)","(53, -86)"
ZB,220,TFS,1056,LBA,517,,0,320,"(-8, 113)","(53, -86)"
SU,130,TFS,1056,LED,2948,,0,763,"(-8, 113)","(81, -171)"
AB,214,TFS,1056,LEJ,348,,0,738,"(-8, 113)","(0, 118)"
DE,1868,TFS,1056,LEJ,348,,0,321,"(-8, 113)","(0, 118)"
BA,1355,TFS,1056,LGW,502,,0,320,"(-8, 113)","(-23, -25)"
DY,3737,TFS,1056,LGW,502,,0,73H,"(-8, 113)","(-23, -25)"
IB,2822,TFS,1056,LGW,502,Y,0,320,"(-8, 113)","(-23, -25)"
TCX,4897,TFS,1056,LGW,502,,0,752,"(-8, 113)","(-23, -25)"
TO,8745,TFS,1056,LGW,502,,0,75W 73H,"(-8, 113)","(-23, -25)"
TOM,5013,TFS,1056,LGW,502,,0,73H 75W,"(-8, 113)","(-23, -25)"
U2,2297,TFS,1056,LGW,502,,0,320,"(-8, 113)","(-23, -25)"
ZB,220,TFS,1056,LGW,502,,0,321 752 332,"(-8, 113)","(-23, -25)"
HQ,2684,TFS,1056,LIL,1399,,0,320,"(-8, 113)","(27, 81)"
HV,5039,TFS,1056,LPA,1054,,0,73H,"(-8, 113)","(-39, -8)"
NT,1539,TFS,1056,LPA,1054,,0,AT7,"(-8, 113)","(-39, -8)"
FR,4296,TFS,1056,LPL,491,,0,738,"(-8, 113)","(-77, -49)"
FR,4296,TFS,1056,LTN,492,,0,738,"(-8, 113)","(-27, -15)"
TO,8745,TFS,1056,LTN,492,,0,75W 73H,"(-8, 113)","(-27, -15)"
ZB,220,TFS,1056,LTN,492,,0,321 320,"(-8, 113)","(-27, -15)"
LG,3329,TFS,1056,LUX,629,,0,73H 73W,"(-8, 113)","(-22, 75)"
FR,4296,TFS,1056,MAD,1229,,0,738,"(-8, 113)","(-28, 174)"
IB,2822,TFS,1056,MAD,1229,Y,0,32S,"(-8, 113)","(-28, 174)"
FR,4296,TFS,1056,MAN,478,,0,738,"(-8, 113)","(-79, -178)"
LS,3026,TFS,1056,MAN,478,,0,75W 73H,"(-8, 113)","(-79, -178)"
TCX,4897,TFS,1056,MAN,478,,0,753 321,"(-8, 113)","(-79, -178)"
TO,8745,TFS,1056,MAN,478,,0,73H,"(-8, 113)","(-79, -178)"
TOM,5013,TFS,1056,MAN,478,,0,75W 73H,"(-8, 113)","(-79, -178)"
U2,2297,TFS,1056,MAN,478,,0,320,"(-8, 113)","(-79, -178)"
ZB,220,TFS,1056,MAN,478,,0,321 332 320,"(-8, 113)","(-79, -178)"
FR,4296,TFS,1056,MST,582,,0,738,"(-8, 113)","(16, -59)"
AB,214,TFS,1056,MUC,346,,0,738,"(-8, 113)","(-19, -178)"
DE,1868,TFS,1056,MUC,346,,0,32S 757,"(-8, 113)","(-19, -178)"
DY,3737,TFS,1056,MUC,346,,0,73H,"(-8, 113)","(-19, -178)"
X3,2681,TFS,1056,MUC,346,,0,73H,"(-8, 113)","(-19, -178)"
IG,3463,TFS,1056,MXP,1524,,0,320,"(-8, 113)","(-51, -10)"
LS,3026,TFS,1056,NCL,521,,0,752,"(-8, 113)","(-12, -127)"
TCX,4897,TFS,1056,NCL,521,,0,752,"(-8, 113)","(-12, -127)"
TO,8745,TFS,1056,NCL,521,,0,73H,"(-8, 113)","(-12, -127)"
TOM,5013,TFS,1056,NCL,521,,0,73H,"(-8, 113)","(-12, -127)"
FR,4296,TFS,1056,NOC,600,,0,738,"(-8, 113)","(-20, -34)"
FR,4296,TFS,1056,NRN,4198,,0,738,"(-8, 113)","(-34, -132)"
V7,20577,TFS,1056,NTE,1418,,0,717,"(-8, 113)","(-74, -65)"
AB,214,TFS,1056,NUE,347,,0,738,"(-8, 113)","(-75, -72)"
X3,2681,TFS,1056,NUE,347,,0,73H,"(-8, 113)","(-75, -72)"
FR,4296,TFS,1056,OPO,1636,,0,738,"(-8, 113)","(-54, -95)"
FR,4296,TFS,1056,ORK,596,,0,738,"(-8, 113)","(36, 150)"
IB,2822,TFS,1056,ORY,1386,,0,321,"(-8, 113)","(36, -55)"
DY,3737,TFS,1056,OSL,644,,0,73H,"(-8, 113)","(-82, -60)"
UX,90,TFS,1056,OVD,1214,,0,738,"(-8, 113)","(78, 89)"
DE,1868,TFS,1056,PAD,371,,0,32S,"(-8, 113)","(72, 38)"
FR,4296,TFS,1056,PIK,537,,0,738,"(-8, 113)","(18, -19)"
QS,5097,TFS,1056,PRG,1587,,0,738,"(-8, 113)","(-17, 28)"
FR,4296,TFS,1056,PSA,1562,,0,738,"(-8, 113)","(-19, -180)"
6Y,11814,TFS,1056,RIX,3953,,0,320,"(-8, 113)","(-61, 157)"
W2,18553,TFS,1056,RIX,3953,Y,0,320,"(-8, 113)","(-61, 157)"
FR,4296,TFS,1056,SCQ,1243,,0,738,"(-8, 113)","(22, -65)"
UX,90,TFS,1056,SCQ,1243,,0,738,"(-8, 113)","(22, -65)"
FR,4296,TFS,1056,SDR,1251,,0,738,"(-8, 113)","(29, 34)"
FR,4296,TFS,1056,SNN,603,,0,738,"(-8, 113)","(-83, -3)"
FR,4296,TFS,1056,STN,548,,0,738,"(-8, 113)","(57, 98)"
TO,8745,TFS,1056,STN,548,,0,73H,"(-8, 113)","(57, 98)"
TOM,5013,TFS,1056,STN,548,,0,73H,"(-8, 113)","(57, 98)"
DE,1868,TFS,1056,STR,350,,0,32S,"(-8, 113)","(-65, -155)"
X3,2681,TFS,1056,STR,350,,0,73H,"(-8, 113)","(-65, -155)"
SU,130,TFS,1056,SVO,2985,,0,333,"(-8, 113)","(-79, 47)"
FR,4296,TFS,1056,SVQ,1253,,0,738,"(-8, 113)","(-20, 177)"
DE,1868,TFS,1056,SXF,337,,0,321,"(-8, 113)","(81, 90)"
DY,3737,TFS,1056,SXF,337,,0,73H,"(-8, 113)","(81, 90)"
U2,2297,TFS,1056,SXF,337,,0,320,"(-8, 113)","(81, 90)"
AB,214,TFS,1056,SZG,1612,,0,320,"(-8, 113)","(-20, 112)"
HG,3661,TFS,1056,SZG,1612,,0,320,"(-8, 113)","(-20, 112)"
AB,214,TFS,1056,TXL,351,,0,321,"(-8, 113)","(-56, -118)"
NT,1539,TFS,1056,VDE,1052,,0,AT7,"(-8, 113)","(30, 4)"
IB,2822,TFS,1056,VGO,1250,,0,32S,"(-8, 113)","(-16, -118)"
AB,214,TFS,1056,VIE,1613,,0,320,"(-8, 113)","(6, 152)"
HG,3661,TFS,1056,VIE,1613,,0,320,"(-8, 113)","(6, 152)"
OS,491,TFS,1056,VIE,1613,Y,0,320,"(-8, 113)","(6, 152)"
FR,4296,TFS,1056,VLC,1246,,0,738,"(-8, 113)","(60, 99)"
X3,2681,TFS,1056,ZQW,393,,0,73H,"(-8, 113)","(-2, -15)"
AB,214,TFS,1056,ZRH,1678,,0,320,"(-8, 113)","(-87, 162)"
LX,4559,TFS,1056,ZRH,1678,Y,0,320,"(-8, 113)","(-87, 162)"
MH,3378,TGC,6770,KCH,3263,Y,0,AT7,"(18, -57)","(2, 4)"
JU,19582,TGD,1741,BEG,1739,,0,AT7 319,"(-20, -62)","(-37, -155)"
YM,3539,TGD,1741,BEG,1739,,0,100,"(-20, -62)","(-37, -155)"
YM,3539,TGD,1741,CDG,1382,,0,100,"(-20, -62)","(60, -76)"
FR,4296,TGD,1741,CRL,304,,0,738,"(-20, -62)","(-60, -76)"
YM,3539,TGD,1741,DME,4029,,0,E95,"(-20, -62)","(-65, -115)"
YM,3539,TGD,1741,DUS,345,,0,100,"(-20, -62)","(0, 55)"
AZ,596,TGD,1741,FCO,1555,,0,E75 100,"(-20, -62)","(-81, -108)"
YM,3539,TGD,1741,FCO,1555,,0,E75 100,"(-20, -62)","(-81, -108)"
YM,3539,TGD,1741,FRA,340,,0,100,"(-20, -62)","(-89, 160)"
TK,4951,TGD,1741,IST,1701,,0,319,"(-20, -62)","(-28, 83)"
JP,83,TGD,1741,LJU,1569,,0,CR9 CR2,"(-20, -62)","(87, 150)"
YM,3539,TGD,1741,LJU,1569,,0,100,"(-20, -62)","(87, 150)"
FR,4296,TGD,1741,STN,548,,0,738,"(-20, -62)","(57, 98)"
OS,491,TGD,1741,VIE,1613,Y,0,100 DH4,"(-20, -62)","(6, 152)"
YM,3539,TGD,1741,VIE,1613,,0,100,"(-20, -62)","(6, 152)"
YM,3539,TGD,1741,ZRH,1678,,0,100,"(-20, -62)","(-87, 162)"
AK,576,TGG,3307,KUL,3304,,0,320,"(-75, 6)","(-40, -85)"
MH,3378,TGG,3307,KUL,3304,,0,734 738,"(-75, 6)","(-40, -85)"
AK,576,TGG,3307,MYY,3266,,0,320,"(-75, 6)","(86, -153)"
AK,576,TGG,3307,SIN,3316,,0,320,"(-75, 6)","(-37, -101)"
FY,2353,TGG,3307,SZB,3408,,0,AT7,"(-75, 6)","(-7, -49)"
MH,3378,TGG,3307,SZB,3408,Y,0,AT7,"(-75, 6)","(-7, -49)"
OD,18732,TGG,3307,SZB,3408,,0,AT7,"(-75, 6)","(-7, -49)"
NF,524,TGH,5909,VLI,1997,,0,BNI,"(29, -12)","(-20, 24)"
W4,16660,TGI,9768,LIM,2789,,0,DH8,"(-51, -68)","(33, 57)"
TY,2825,TGJ,5919,GEA,2001,,0,DHT,"(-26, 83)","(-1, -174)"
TY,2825,TGJ,5919,LIF,2000,,0,DHT,"(-26, 83)","(89, 12)"
2B,410,TGK,\N,DME,4029,,0,CR2,"(-52, -90)","(-65, -115)"
W6,5461,TGM,1662,BVA,1367,,0,320,"(61, -65)","(-50, -163)"
W6,5461,TGM,1662,DTM,373,,0,320,"(61, -65)","(-33, 150)"
W6,5461,TGM,1662,LTN,492,,0,320,"(61, -65)","(-27, -15)"
AZ,596,TGM,1662,OTP,1657,Y,0,AT5,"(61, -65)","(-54, -14)"
RO,5179,TGM,1662,OTP,1657,,0,AT5,"(61, -65)","(-54, -14)"
CZ,1767,TGO,6348,HET,6345,,0,319,"(54, 35)","(-9, 151)"
GS,690,TGO,6348,HET,6345,,0,ERJ E90,"(54, 35)","(-9, 151)"
MU,1758,TGO,6348,HET,6345,,0,320,"(54, 35)","(-9, 151)"
JD,6557,TGO,6348,HGH,3386,,0,319,"(54, 35)","(-7, -55)"
HO,3081,TGO,6348,HLD,3366,,0,320,"(54, 35)","(44, -50)"
JD,6557,TGO,6348,HRB,3400,,0,319,"(54, 35)","(86, 37)"
MU,1758,TGO,6348,HRB,3400,,0,320,"(54, 35)","(86, 37)"
MU,1758,TGO,6348,NKG,3388,,0,320,"(54, 35)","(28, -105)"
CA,751,TGO,6348,PEK,3364,,0,737,"(54, 35)","(22, -13)"
MU,1758,TGO,6348,PEK,3364,,0,320,"(54, 35)","(22, -13)"
ZH,4611,TGO,6348,PEK,3364,Y,0,737,"(54, 35)","(22, -13)"
HO,3081,TGO,6348,PVG,3406,,0,320,"(54, 35)","(-44, 1)"
GS,690,TGO,6348,TNA,4108,,0,ERJ,"(54, 35)","(-31, -89)"
Y7,13088,TGP,\N,KJA,4374,,0,AT5,"(-62, 16)","(-44, -37)"
AH,794,TGR,240,ALG,210,,0,ATR,"(57, 178)","(18, -13)"
DL,2009,TGU,1776,ATL,3682,,0,73W,"(-9, -178)","(28, 49)"
5U,\N,TGU,1776,GUA,1767,,0,SF3,"(-9, -178)","(86, -137)"
AV,515,TGU,1776,GUA,1767,,0,ATR,"(-9, -178)","(86, -137)"
CC,221,TGU,1776,GUA,1767,,0,L4T,"(-9, -178)","(86, -137)"
P4,18169,TGU,1776,GUA,1767,,0,CRJ,"(-9, -178)","(86, -137)"
UA,5209,TGU,1776,IAH,3550,,0,73G,"(-9, -178)","(-46, 91)"
P4,18169,TGU,1776,LCE,1771,,0,L4T,"(-9, -178)","(79, -70)"
AA,24,TGU,1776,MIA,3576,,0,757,"(-9, -178)","(7, 172)"
US,5265,TGU,1776,MIA,3576,,0,757,"(-9, -178)","(7, 172)"
CC,221,TGU,1776,PEU,5832,,0,SF3,"(-9, -178)","(27, 149)"
CM,1889,TGU,1776,PTY,1871,,0,738,"(-9, -178)","(-45, 166)"
CC,221,TGU,1776,RTB,1774,,0,SF3,"(-9, -178)","(-46, 138)"
P4,18169,TGU,1776,RTB,1774,,0,L4T,"(-9, -178)","(-46, 138)"
AV,515,TGU,1776,SAL,1892,,0,ATR E90,"(-9, -178)","(22, 83)"
CC,221,TGU,1776,SAP,1772,,0,SF3,"(-9, -178)","(24, 71)"
AV,515,TGU,1776,SJO,1885,,0,ATR,"(-9, -178)","(17, -87)"
CM,1889,TGU,1776,SJO,1885,,0,E90 73G,"(-9, -178)","(17, -87)"
KL,3090,TGU,1776,SJO,1885,Y,0,EMJ,"(-9, -178)","(17, -87)"
VB,10646,TGZ,1846,CUN,1852,,0,733,"(0, -59)","(-87, -178)"
VB,10646,TGZ,1846,GDL,1804,,0,733,"(0, -59)","(83, -60)"
Y4,5325,TGZ,1846,GDL,1804,,0,319,"(0, -59)","(83, -60)"
4O,17885,TGZ,1846,MEX,1824,,0,320,"(0, -59)","(82, 12)"
AM,321,TGZ,1846,MEX,1824,,0,ERJ EMJ,"(0, -59)","(82, 12)"
Y4,5325,TGZ,1846,MEX,1824,,0,319,"(0, -59)","(82, 12)"
VB,10646,TGZ,1846,MTY,1825,,0,733,"(0, -59)","(-19, -29)"
Y4,5325,TGZ,1846,TIJ,1847,,0,319,"(0, -59)","(-86, 149)"
VN,5309,THD,9135,SGN,3205,,0,321,"(89, -104)","(-78, -103)"
G3,1790,THE,2623,BSB,2531,,0,73G 738,"(67, -39)","(52, -157)"
JJ,4867,THE,2623,BSB,2531,,0,319 320,"(67, -39)","(52, -157)"
AD,13983,THE,2623,FOR,2559,,0,E95,"(67, -39)","(34, 3)"
G3,1790,THE,2623,FOR,2559,,0,738,"(67, -39)","(34, 3)"
JJ,4867,THE,2623,FOR,2559,,0,319 320,"(67, -39)","(34, 3)"
G3,1790,THE,2623,GRU,2564,,0,738,"(67, -39)","(84, -139)"
JJ,4867,THE,2623,GRU,2564,,0,320,"(67, -39)","(84, -139)"
AD,13983,THE,2623,PHB,\N,,0,AT7,"(67, -39)","(47, -84)"
AD,13983,THE,2623,REC,2610,,0,E95,"(67, -39)","(22, -49)"
AD,13983,THE,2623,SLZ,2616,,0,E95,"(67, -39)","(-36, 112)"
AD,13983,THE,2623,VCP,2578,,0,E95,"(67, -39)","(51, -67)"
W9,970,THL,3237,HEH,3213,,0,AT7,"(-26, -124)","(41, -84)"
YJ,\N,THL,3237,HEH,3213,,0,AT7,"(-26, -124)","(41, -84)"
W9,970,THL,3237,KET,3215,,0,AT7,"(-26, -124)","(-57, 124)"
6T,5813,THL,3237,MDL,3222,,0,ATR,"(-26, -124)","(-65, 177)"
W9,970,THL,3237,RGN,3239,,0,AT7,"(-26, -124)","(-26, 138)"
DC,2585,THN,693,BMA,738,,0,S20,"(-34, 38)","(2, 112)"
B9,543,THR,2131,ABD,2097,,0,M82,"(80, -157)","(34, 20)"
EP,2923,THR,2131,ABD,2097,,0,100,"(80, -157)","(34, 20)"
IR,2922,THR,2131,ABD,2097,,0,M82 100,"(80, -157)","(34, 20)"
EP,2923,THR,2131,ADU,5935,,0,AT7 100,"(80, -157)","(-67, -85)"
IR,2922,THR,2131,ADU,5935,,0,100,"(80, -157)","(-67, -85)"
EP,2923,THR,2131,AFZ,5931,,0,100,"(80, -157)","(31, 8)"
B9,543,THR,2131,AWZ,2104,,0,M82,"(80, -157)","(-48, -87)"
EP,2923,THR,2131,AWZ,2104,,0,100,"(80, -157)","(-48, -87)"
IR,2922,THR,2131,AWZ,2104,,0,M82 100 AB4,"(80, -157)","(-48, -87)"
Y9,3148,THR,2131,AWZ,2104,,0,TU3,"(80, -157)","(-48, -87)"
EP,2923,THR,2131,AZD,2164,,0,100,"(80, -157)","(-77, -71)"
IR,2922,THR,2131,AZD,2164,,0,100 M82 AB4 320,"(80, -157)","(-77, -71)"
EP,2923,THR,2131,BJB,5930,,0,100 AT7,"(80, -157)","(36, -33)"
EP,2923,THR,2131,BND,2134,,0,100,"(80, -157)","(-41, 60)"
IR,2922,THR,2131,BND,2134,,0,100 320 M82,"(80, -157)","(-41, 60)"
EP,2923,THR,2131,BUZ,2106,,0,100,"(80, -157)","(-44, 73)"
IR,2922,THR,2131,BUZ,2106,,0,100 M82 AB4,"(80, -157)","(-44, 73)"
EP,2923,THR,2131,BXR,5928,,0,100,"(80, -157)","(37, 8)"
EP,2923,THR,2131,DEF,\N,,0,AT7 100,"(80, -157)","(21, 31)"
EP,2923,THR,2131,GBT,6747,,0,100 AT7,"(80, -157)","(-37, 50)"
IR,2922,THR,2131,GBT,6747,,0,100,"(80, -157)","(-37, 50)"
EP,2923,THR,2131,GCH,\N,,0,AT7,"(80, -157)","(-28, -117)"
IR,2922,THR,2131,GSM,5712,,0,100 320,"(80, -157)","(25, 128)"
EP,2923,THR,2131,IFN,2121,,0,100,"(80, -157)","(-87, -118)"
IR,2922,THR,2131,IFN,2121,,0,100 320 M82 AB4,"(80, -157)","(-87, -118)"
EP,2923,THR,2131,IIL,6748,,0,100,"(80, -157)","(-55, -26)"
IR,2922,THR,2131,KER,2136,,0,100,"(80, -157)","(5, 15)"
IR,2922,THR,2131,KHD,5927,,0,100,"(80, -157)","(78, 107)"
EP,2923,THR,2131,KHY,\N,,0,AT7,"(80, -157)","(54, 87)"
IR,2922,THR,2131,KIH,2109,,0,100 M82 AB4 320,"(80, -157)","(-64, -16)"
Y9,3148,THR,2131,KIH,2109,,0,M80,"(80, -157)","(-64, -16)"
B9,543,THR,2131,KSH,2114,,0,M82,"(80, -157)","(4, 40)"
EP,2923,THR,2131,KSH,2114,,0,AT7 100,"(80, -157)","(4, 40)"
IR,2922,THR,2131,KSH,2114,,0,100 M82 AB4 320,"(80, -157)","(4, 40)"
IR,2922,THR,2131,LRR,5934,,0,320 100,"(80, -157)","(19, 172)"
SV,4533,THR,2131,MED,2074,,0,74E AB6,"(80, -157)","(-34, -7)"
B9,543,THR,2131,MHD,4331,,0,M82,"(80, -157)","(64, -85)"
EP,2923,THR,2131,MHD,4331,,0,100,"(80, -157)","(64, -85)"
IR,2922,THR,2131,MHD,4331,,0,AB4 M82 100 320,"(80, -157)","(64, -85)"
Y9,3148,THR,2131,MHD,4331,,0,M80,"(80, -157)","(64, -85)"
Y9,3148,THR,2131,MRX,2103,,0,M80 TU3,"(80, -157)","(-25, -168)"
EP,2923,THR,2131,NSH,5932,,0,AT7,"(80, -157)","(-83, 40)"
EP,2923,THR,2131,OMH,5936,,0,100,"(80, -157)","(39, -132)"
IR,2922,THR,2131,OMH,5936,,0,100 M82,"(80, -157)","(39, -132)"
EP,2923,THR,2131,PFQ,6749,,0,AT7,"(80, -157)","(11, -31)"
EP,2923,THR,2131,PGU,7546,,0,100,"(80, -157)","(-51, 39)"
EP,2923,THR,2131,RAS,2123,,0,AT7,"(80, -157)","(37, 179)"
IR,2922,THR,2131,RAS,2123,,0,100,"(80, -157)","(37, 179)"
EP,2923,THR,2131,RZR,2151,,0,AT7,"(80, -157)","(-57, 91)"
EP,2923,THR,2131,SDG,2117,,0,100,"(80, -157)","(31, -20)"
B9,543,THR,2131,SYZ,2157,,0,M82,"(80, -157)","(-23, 109)"
EP,2923,THR,2131,SYZ,2157,,0,100,"(80, -157)","(-23, 109)"
IR,2922,THR,2131,SYZ,2157,,0,100 320 AB4 M82,"(80, -157)","(-23, 109)"
B9,543,THR,2131,TBZ,2162,,0,M82,"(80, -157)","(35, 157)"
EP,2923,THR,2131,TBZ,2162,,0,100,"(80, -157)","(35, 157)"
IR,2922,THR,2131,TBZ,2162,,0,AB4 100 M82,"(80, -157)","(35, 157)"
Y9,3148,THR,2131,TBZ,2162,,0,TU3,"(80, -157)","(35, 157)"
IR,2922,THR,2131,XBJ,2142,,0,100 M82,"(80, -157)","(-83, -1)"
EP,2923,THR,2131,YES,7547,,0,AT7,"(80, -157)","(21, -63)"
EP,2923,THR,2131,ZAH,2167,,0,100,"(80, -157)","(-32, -117)"
IR,2922,THR,2131,ZAH,2167,,0,M82 100 320,"(80, -157)","(-32, -117)"
EP,2923,THR,2131,ZBR,2166,,0,100,"(80, -157)","(79, -113)"
PG,1422,THS,3939,BKK,3885,,0,AT7,"(31, -2)","(-13, 163)"
GL,921,THU,10,NAQ,5446,,0,BH2,"(38, -88)","(64, -138)"
GL,921,THU,10,SVR,\N,,0,BH2,"(38, -88)","(-7, 54)"
Y7,13088,THX,\N,KJA,4374,,0,AT5,"(29, -115)","(-44, -37)"
A3,96,TIA,1190,ATH,3941,,0,DH4,"(-70, 103)","(-55, 105)"
OA,3776,TIA,1190,ATH,3941,,0,DH4,"(-70, 103)","(-55, 105)"
BV,1463,TIA,1190,BGY,1525,,0,737,"(-70, 103)","(81, 138)"
AP,240,TIA,1190,BLQ,1538,,0,320,"(-70, 103)","(40, -68)"
AZ,596,TIA,1190,BLQ,1538,Y,0,320,"(-70, 103)","(40, -68)"
BV,1463,TIA,1190,BLQ,1538,,0,737,"(-70, 103)","(40, -68)"
JN,2264,TIA,1190,BLQ,1538,,0,320,"(-70, 103)","(40, -68)"
AZ,596,TIA,1190,BRI,1501,,0,32S 319,"(-70, 103)","(62, 57)"
AZ,596,TIA,1190,FCO,1555,,0,32S 319 E90 E75,"(-70, 103)","(-81, -108)"
BV,1463,TIA,1190,FCO,1555,,0,737,"(-70, 103)","(-81, -108)"
JP,83,TIA,1190,FRA,340,,0,319,"(-70, 103)","(-89, 160)"
AP,240,TIA,1190,GOA,1528,,0,320,"(-70, 103)","(15, 176)"
AZ,596,TIA,1190,GOA,1528,Y,0,320,"(-70, 103)","(15, 176)"
TK,4951,TIA,1190,IST,1701,,0,319,"(-70, 103)","(-28, 83)"
BA,1355,TIA,1190,LGW,502,,0,734,"(-70, 103)","(-23, -25)"
JP,83,TIA,1190,LJU,1569,,0,CR9 CR2,"(-70, 103)","(87, 150)"
LH,3320,TIA,1190,MUC,346,Y,0,E95,"(-70, 103)","(-19, -178)"
AP,240,TIA,1190,MXP,1524,,0,320,"(-70, 103)","(-51, -10)"
AZ,596,TIA,1190,MXP,1524,Y,0,320,"(-70, 103)","(-51, -10)"
BV,1463,TIA,1190,MXP,1524,,0,737,"(-70, 103)","(-51, -10)"
IG,3463,TIA,1190,MXP,1524,,0,320,"(-70, 103)","(-51, -10)"
JN,2264,TIA,1190,MXP,1524,,0,320,"(-70, 103)","(-51, -10)"
AP,240,TIA,1190,PSA,1562,,0,320,"(-70, 103)","(-19, -180)"
AZ,596,TIA,1190,PSA,1562,Y,0,320,"(-70, 103)","(-19, -180)"
BV,1463,TIA,1190,PSA,1562,,0,737,"(-70, 103)","(-19, -180)"
PC,3926,TIA,1190,SAW,4317,,0,320 738,"(-70, 103)","(-71, 19)"
AZ,596,TIA,1190,TRN,1526,,0,319 320 32S,"(-70, 103)","(-27, 31)"
AP,240,TIA,1190,VCE,1551,,0,320,"(-70, 103)","(62, -133)"
AZ,596,TIA,1190,VCE,1551,Y,0,320,"(-70, 103)","(62, -133)"
BV,1463,TIA,1190,VCE,1551,,0,737,"(-70, 103)","(62, -133)"
OS,491,TIA,1190,VIE,1613,Y,0,100 320,"(-70, 103)","(6, 152)"
AP,240,TIA,1190,VRN,1550,,0,320,"(-70, 103)","(52, 47)"
AZ,596,TIA,1190,VRN,1550,Y,0,320,"(-70, 103)","(52, 47)"
BV,1463,TIA,1190,VRN,1550,,0,737,"(-70, 103)","(52, 47)"
IG,3463,TIA,1190,VRN,1550,,0,320,"(-70, 103)","(52, 47)"
JN,2264,TIA,1190,VRN,1550,,0,320,"(-70, 103)","(52, 47)"
AH,794,TID,225,ALG,210,,0,ATR,"(-35, -17)","(18, -13)"
SV,4533,TIF,2090,AHB,2059,,0,320,"(13, -92)","(32, 54)"
EO,2293,TIF,2090,CAI,1128,,0,320,"(13, -92)","(-53, 40)"
NP,17083,TIF,2090,CAI,1128,,0,320,"(13, -92)","(-53, 40)"
UJ,11811,TIF,2090,CAI,1128,,0,320,"(13, -92)","(-53, 40)"
SV,4533,TIF,2090,DMM,2064,,0,320,"(13, -92)","(81, -134)"
XY,3754,TIF,2090,DMM,2064,,0,320,"(13, -92)","(81, -134)"
QR,4091,TIF,2090,DOH,11051,,0,321 320,"(13, -92)","(-8, -167)"
FZ,14485,TIF,2090,DXB,2188,,0,73H,"(13, -92)","(54, 166)"
TK,4951,TIF,2090,IST,1701,,0,319,"(13, -92)","(-28, 83)"
XY,3754,TIF,2090,KWI,2176,,0,320,"(13, -92)","(-6, -176)"
SV,4533,TIF,2090,RUH,2082,,0,320,"(13, -92)","(-73, -40)"
XY,3754,TIF,2090,RUH,2082,,0,320,"(13, -92)","(-73, -40)"
G9,329,TIF,2090,SHJ,2191,,0,320,"(13, -92)","(-13, 125)"
VT,692,TIH,1975,PPT,4075,,0,ATR,"(8, 135)","(34, -140)"
VT,692,TIH,1975,RGI,1990,,0,ATR,"(8, 135)","(-79, 15)"
Y4,5325,TIJ,1847,ACA,1783,,0,319,"(-86, 149)","(46, -21)"
Y4,5325,TIJ,1847,AGU,1785,,0,320,"(-86, 149)","(-47, -82)"
AM,321,TIJ,1847,BJX,1815,,0,EMJ,"(-86, 149)","(82, 127)"
Y4,5325,TIJ,1847,BJX,1815,,0,320 319,"(-86, 149)","(82, 127)"
Y4,5325,TIJ,1847,CEN,1794,,0,320,"(-86, 149)","(-81, -2)"
AM,321,TIJ,1847,CJS,1796,Y,0,ERJ,"(-86, 149)","(84, 137)"
Y4,5325,TIJ,1847,CJS,1796,,0,319 320,"(-86, 149)","(84, 137)"
Y4,5325,TIJ,1847,CLQ,1808,,0,320,"(-86, 149)","(-90, -65)"
AM,321,TIJ,1847,CUL,1792,,0,738,"(-86, 149)","(-22, -62)"
VB,10646,TIJ,1847,CUL,1792,,0,733,"(-86, 149)","(-22, -62)"
Y4,5325,TIJ,1847,CUL,1792,,0,319 320,"(-86, 149)","(-22, -62)"
Y4,5325,TIJ,1847,CUN,1852,,0,319 320,"(-86, 149)","(-87, -178)"
Y4,5325,TIJ,1847,CUU,1797,,0,319,"(-86, 149)","(37, -66)"
